ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Faturamento
1761,2026-01-13 19:00:00,Notebook Ultrafino,Eletrônicos,5200.0,7,103,Rio de Janeiro,RJ,36400.0
1762,2026-01-13 14:00:00,Notebook Ultrafino,Eletrônicos,5200.0,6,102,São Luís,MA,31200.0
1763,2026-01-13 19:00:00,Teclado Mecânico,Acessórios,511.66,1,122,Teresina,PI,511.66
1764,2026-01-13 21:00:00,HD Externo 2TB,Hardware,450.0,6,119,Palmas,TO,2700.0
1765,2026-01-14 15:00:00,Fonte 750W,Hardware,550.0,3,103,Porto Alegre,RS,1650.0
1766,2026-01-14 03:00:00,Roteador Wi-Fi 6,Hardware,650.0,3,119,Goiânia,GO,1950.0
1767,2026-01-14 12:00:00,Mouse Vertical,Acessórios,228.31,2,113,Belo Horizonte,MG,456.62
1768,2026-01-14 04:00:00,SSD 1TB,Hardware,600.0,5,129,Florianópolis,SC,3000.0
1769,2026-01-14 09:00:00,Smartphone Premium,Eletrônicos,4200.0,6,122,Rio Branco,AC,25200.0
1770,2026-01-15 09:00:00,Fonte 750W,Hardware,550.0,3,114,Boa Vista,RR,1650.0
1771,2026-01-15 23:00:00,Placa de Vídeo,Hardware,4500.0,6,140,Campo Grande,MS,27000.0
1772,2026-01-15 23:00:00,Roteador Wi-Fi 6,Hardware,650.0,6,147,Cuiabá,MT,3900.0
1773,2026-01-15 10:00:00,Webcam Full HD,Acessórios,300.0,7,119,Palmas,TO,2100.0
1774,2026-01-15 20:00:00,HD Externo 2TB,Hardware,450.0,1,127,Vitória,ES,450.0
1775,2026-01-16 06:00:00,Teclado Mecânico,Acessórios,515.06,5,110,Belo Horizonte,MG,2575.2999999999997
1776,2026-01-16 01:00:00,Fonte 750W,Hardware,550.0,2,102,Aracaju,SE,1100.0
1777,2026-01-16 21:00:00,Headset 7.1,Acessórios,800.0,4,124,João Pessoa,PB,3200.0
1778,2026-01-16 12:00:00,Teclado Mecânico,Acessórios,547.87,6,136,Belo Horizonte,MG,3287.2200000000003
1779,2026-01-16 10:00:00,Mouse Vertical,Acessórios,237.21,5,130,São Paulo,SP,1186.05
1780,2026-01-17 06:00:00,Webcam Full HD,Acessórios,300.0,1,113,Palmas,TO,300.0
1781,2026-01-17 11:00:00,Mesa Escritório,Móveis,700.0,5,114,Florianópolis,SC,3500.0
1782,2026-01-17 22:00:00,Mouse Vertical,Acessórios,239.02,6,144,Boa Vista,RR,1434.1200000000001
1783,2026-01-17 10:00:00,SSD 1TB,Hardware,600.0,4,137,Rio Branco,AC,2400.0
1784,2026-01-17 06:00:00,Placa de Vídeo,Hardware,4500.0,7,116,Boa Vista,RR,31500.0
1785,2026-01-18 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,5,120,Palmas,TO,14000.0
1786,2026-01-18 09:00:00,Smartphone Premium,Eletrônicos,4200.0,6,125,Belo Horizonte,MG,25200.0
1787,2026-01-18 01:00:00,Teclado Mecânico,Acessórios,513.08,6,115,Boa Vista,RR,3078.4800000000005
1788,2026-01-18 20:00:00,Headset 7.1,Acessórios,800.0,5,131,Porto Velho,RO,4000.0
1789,2026-01-18 01:00:00,Mesa Escritório,Móveis,700.0,3,135,Belém,PA,2100.0
1790,2026-01-19 12:00:00,HD Externo 2TB,Hardware,450.0,1,140,Vitória,ES,450.0
1791,2026-01-19 20:00:00,Monitor Ultrawide,Eletrônicos,2800.0,2,121,Boa Vista,RR,5600.0
1792,2026-01-19 02:00:00,Placa de Vídeo,Hardware,4500.0,6,115,Porto Alegre,RS,27000.0
1793,2026-01-19 06:00:00,Roteador Wi-Fi 6,Hardware,650.0,1,116,São Paulo,SP,650.0
1794,2026-01-19 14:00:00,Smartphone Premium,Eletrônicos,4200.0,6,101,Belém,PA,25200.0
1795,2026-01-20 07:00:00,Laptop Gamer,Eletrônicos,7500.0,1,109,Campo Grande,MS,7500.0
1796,2026-01-20 21:00:00,Cadeira Gamer,Móveis,1200.0,4,100,Belo Horizonte,MG,4800.0
1797,2026-01-20 03:00:00,Mouse Vertical,Acessórios,226.38,3,120,Vitória,ES,679.14
1798,2026-01-20 05:00:00,Webcam Full HD,Acessórios,300.0,4,149,Manaus,AM,1200.0
1799,2026-01-20 12:00:00,Cadeira Gamer,Móveis,1200.0,4,100,Recife,PE,4800.0
